author,local_guide_info,rating,review,date_text,text_backup
Louen Pottier,Local Guide · 16 avis,1 étoile,"Ce café est à l'image de Paris : un beau bâtiment dans lequel on se doute qu'il y a eu un jour une effervescence, mais qui n'est aujourd'hui plus qu'un musée à ciel ouvert dans lequel plus personne ne vit vraiment. En bref, un café pour touristes qui vit sur sa gloire passée.

Prix très exagérés, service mediocre",il y a 6 mois,"Louen Pottier
Local Guide · 16 avis






il y a 6 mois
Ce café est à l'image de Paris : un beau bâtiment dans lequel on se doute qu'il y a eu un jour une effervescence, mais qui n'est aujourd'hui plus qu'un musée à ciel ouvert dans lequel plus personne ne vit vraiment. En bref, un café pour touristes qui vit sur sa gloire passée.

Prix très exagérés, service mediocre
Visité en août 2025

J'aime

Partager"
Si iS,Local Guide · 44 avis · 224 photos,5 étoiles,"Café dans lequel un arrêt est toujours récompensé par une de leur spécialité gourmande et goutue ! Un grand merci au serveur Jordan qui a été un professionnel accueillant, efficace et aux petits soins digne du lieu typique et classique Parisien qu'est le Café de Flore",il y a 2 ans,"Si iS
Local Guide · 44 avis · 224 photos






il y a 2 ans
Café dans lequel un arrêt est toujours récompensé par une de leur spécialité gourmande et goutue ! Un grand merci au serveur Jordan qui a été un professionnel accueillant, efficace et aux petits soins digne du lieu typique et classique Parisien qu'est le Café de Flore
Service
Repas sur place
Type de repas
Autre
Prix par personne
10–20 €
Cuisine : 5
Service : 5
Ambiance : 5
Plats recommandés
Visité en janvier 2024

J'aime

Partager"
Chiara Bella,6 avis · 3 photos,5 étoiles,"Le chocolat chaud à la chantilly est un incontournable… Bon peu y passer un moment simple ou au contraire, profiter d’un dîner, très sophistiqué. À chacun son café de flore et à chacun son souvenir.",il y a 3 mois,"Chiara Bella
6 avis · 3 photos






il y a 3 mois
Le chocolat chaud à la chantilly est un incontournable… Bon peu y passer un moment simple ou au contraire, profiter d’un dîner, très sophistiqué. À chacun son café de flore et à chacun son souvenir.
Cuisine : 4
Service : 5
Ambiance : 5
Visité en octobre 2025

J'aime

Partager"
EG Ines,Local Guide · 34 avis · 72 photos,3 étoiles,"Le café de flore est une adresse cliché et typique de Paris, première fois que je le test et il n’en vaut pas spécialement le détour. En effet, vous aurez votre moment instagram et cliché de Paris, sympa pour les touristes je pense!
J’y ai quand même passé un bon moment, et les œufs étaient très bon. C’est dommage que tout va vite, on sent que c’est un peu l’usine là dedans et qu’il faut juste faire rentrer du monde, les serveurs courent de partout, beaucoup de bruit. Il y a beaucoup mieux à Paris en terme de choix pour bruncher, des cadres plus agréables, et des cartes avec un plus large choix.
Rapport qualité prix pas terrible non plus, vous payez la réputation du café parisien.
Pour résumer c’est un café normal, un poil cher pour ce que c’est.",il y a 4 ans,"EG Ines
Local Guide · 34 avis · 72 photos






il y a 4 ans
Le café de flore est une adresse cliché et typique de Paris, première fois que je le test et il n’en vaut pas spécialement le détour. En effet, vous aurez votre moment instagram et cliché de Paris, sympa pour les touristes je pense!
J’y ai quand même passé un bon moment, et les œufs étaient très bon. C’est dommage que tout va vite, on sent que c’est un peu l’usine là dedans et qu’il faut juste faire rentrer du monde, les serveurs courent de partout, beaucoup de bruit. Il y a beaucoup mieux à Paris en terme de choix pour bruncher, des cadres plus agréables, et des cartes avec un plus large choix.
Rapport qualité prix pas terrible non plus, vous payez la réputation du café parisien.
Pour résumer c’est un café normal, un poil cher pour ce que c’est.
Visité en novembre 2021

10

Partager"
Keytie Slays,1 avis,5 étoiles,Franchement 5 étoiles à cause du service. Cherchez à vous faire servir par Youssef car il est très serviable et agréable. Toujours au petit soins,il y a 3 semaines,"Keytie Slays
1 avis






il y a 3 semaines
NOUVEAU
Franchement 5 étoiles à cause du service. Cherchez à vous faire servir par Youssef car il est très serviable et agréable. Toujours au petit soins
Prix par personne
+ de 100 €
Service : 5
Taille de groupe
3-4 personnes
Temps d’attente
Aucune attente
Options pour les végétariens
There are vegetarian options
Visité en février

J'aime

Partager"
Carla Bosi,Local Guide · 152 avis · 212 photos,4 étoiles,"A faire si l'on est à Saint-Germain des Prés, les tarifs sont un peu élevés et nous payons la renommée du Café mais le personnel est aimable serviable .
Attention si vous allez aux toilettes prenez un peu de monnaie car aussi improbable que cela puisse paraître dans cet endroit magnifique que sont les toilettes, il y a une ""Dame pipi"" qui vous saluera gentiment à votre arrivée mais ne répondra pas à votre au revoir si vous ne lui laissez pas un petit quelque chose 🤣🤣 .
Dommage madame ce n'est marqué nulle part que vous êtes là.
Mais belle expérience malgré tout.",il y a 5 ans,"Carla Bosi
Local Guide · 152 avis · 212 photos






il y a 5 ans
A faire si l'on est à Saint-Germain des Prés, les tarifs sont un peu élevés et nous payons la renommée du Café mais le personnel est aimable serviable .
Attention si vous allez aux toilettes prenez un peu de monnaie car aussi improbable que cela puisse paraître dans cet endroit magnifique que sont les toilettes, il y a une ""Dame pipi"" qui vous saluera gentiment à votre arrivée mais ne répondra pas à votre au revoir si vous ne lui laissez pas un petit quelque chose 🤣🤣 .
Dommage madame ce n'est marqué nulle part que vous êtes là.
Mais belle expérience malgré tout.
Visité en octobre 2020

3

Partager"
Véronique Costa,Local Guide · 121 avis · 201 photos,4 étoiles,"Un endroit mythique à découvrir
La cuisine est très bonne et le service parfait
Le croque monsieur est très bon
Les œufs brouillées au saumon parfait aussi
Le chocolat viennois un délice
Absolument pas déçue",il y a un an,"Véronique Costa
Local Guide · 121 avis · 201 photos






il y a un an
Un endroit mythique à découvrir
La cuisine est très bonne et le service parfait
Le croque monsieur est très bon
Les œufs brouillées au saumon parfait aussi
Le chocolat viennois un délice
Absolument pas déçue
Service
Repas sur place
Type de repas
Dîner
Prix par personne
50–60 €
Cuisine : 4
Service : 4
Ambiance : 4
Plats recommandés
Flore Sandwich
Visité en octobre 2024

1

Partager"
Noobsaibot,6 avis,1 étoile,"Je met une étoile car impossible de mettre zéro, malheureusement c’est NUL.
Accueil NUL, serveur FATIGUÉS !
La table sentait le caca car il venaient de nettoyer la table avec une lavette ATROCE, l’odeur mais sérieux c’est du jamais vu, on est partis direct, « le café le plus iconique de Paris » voit-on sur les réseaux c’est une catastrophe allez aux deux magots à côté c’est génial propre, serveurs adorables, le café de flore c’est ECHOUEEEYYYY",il y a 5 mois,"Noobsaibot
6 avis






il y a 5 mois
Je met une étoile car impossible de mettre zéro, malheureusement c’est NUL.
Accueil NUL, serveur FATIGUÉS !
La table sentait le caca car il venaient de nettoyer la table avec une lavette ATROCE, l’odeur mais sérieux c’est du jamais vu, on est partis direct, « le café le plus iconique de Paris » voit-on sur les réseaux c’est une catastrophe allez aux deux magots à côté c’est génial propre, serveurs adorables, le café de flore c’est ECHOUEEEYYYY
Type de repas
Petit-déjeuner
Cuisine : 1
Service : 1
Ambiance : 1
Visité en septembre 2025

J'aime

Partager"
Joubri,5 avis,5 étoiles,"Délicieux chocolat chaud. Service attentionné et chaleureux, merci à Gaël.
Nous reviendrons.",il y a 3 semaines,"Joubri
5 avis






il y a 3 semaines
NOUVEAU
Délicieux chocolat chaud. Service attentionné et chaleureux, merci à Gaël.
Nous reviendrons.
Type de repas
Autre
Cuisine : 4
Service : 5
Ambiance : 4
Visité en février

J'aime

Partager"
Lea Roth,Local Guide · 28 avis · 45 photos,4 étoiles,"J'y suis allé avec ma famille et il est difficile d'avoir une table à l'extérieur et il y a tjr une file d'attente. Jcomprends pas le battage médiatique autour de ça, juste un café moyen",il y a 2 ans,"Lea Roth
Local Guide · 28 avis · 45 photos






il y a 2 ans
J'y suis allé avec ma famille et il est difficile d'avoir une table à l'extérieur et il y a tjr une file d'attente. Jcomprends pas le battage médiatique autour de ça, juste un café moyen
Service
Repas sur place
Type de repas
Brunch
Prix par personne
+ de 100 €
Cuisine : 5
Service : 4
Ambiance : 5
Visité en juillet 2022

J'aime

Partager"
Blanche Ritter,10 avis · 1 photo,5 étoiles,Je recommande franchement ! J'ai adorée la petite ambiance proposé la bas et on s'y sent bien. C'est aussi très bien pour un date 😜,il y a 3 mois,"Blanche Ritter
10 avis · 1 photo






il y a 3 mois
Je recommande franchement ! J'ai adorée la petite ambiance proposé la bas et on s'y sent bien. C'est aussi très bien pour un date 😜
Cuisine : 5
Service : 5
Ambiance : 5
Visité en novembre 2025

J'aime

Partager"
Laurence Leconte,6 avis,1 étoile,"Pas de bonjour. Peu de place, les serveurs vous bousculent en permanence et ne s excusent pas. La caissière vous sourit après avoir réglé l addition. Décevant pour ce haut lieu du savoir vivre intellectuel français",il y a 3 mois,"Laurence Leconte
6 avis






il y a 3 mois
Pas de bonjour. Peu de place, les serveurs vous bousculent en permanence et ne s excusent pas. La caissière vous sourit après avoir réglé l addition. Décevant pour ce haut lieu du savoir vivre intellectuel français
Type de repas
Autre
Prix par personne
20–30 €
Service : 1
Ambiance : 1
Taille de groupe
2 personnes
Temps d’attente
10-30 min
Visité en novembre 2025

J'aime

Partager"
Chen JU,2 avis · 1 photo,1 étoile,"J'ai commandé une bière, un café viennois et une salade, et cela m'a coûté 42 euros au total. La bière avait un goût dilué, le café, je parie qu'il ne coûte pas plus de 2 euros à produire, et la salade, je doute qu'ils aient servi ce genre de plat à Hemingway. De nos jours, certains prennent encore leur café avec sérieux, tandis que d'autres exploitent sans vergogne la mémoire de personnalités disparues pour en faire leur fond de commerce. 42 euros, vous vous rendez compte ? Avec cette somme, je pourrais profiter d'un buffet à volonté de saumon et de homard au Wynn à Las Vegas, savourer un repas gastronomique dans le quartier le plus branché de Pékin tout en prenant 500 photos magnifiques, ou déguster deux cafés viennois raffinés, délicieux et mondialement réputés dans le meilleur café de Séoul. Mais dans ce soi-disant ""café des célébrités"", tout ce que vous récoltez, c'est des boissons diluées, à bas coût, et un service qui vous pousse à partir, à payer vite fait, sans aucune considération pour vos besoins. Proust, Gide, Sartre, Hemingway, Picasso, Beauvoir, ils sont tous devenus votre business. Vous ne montrez aucun respect pour leur héritage spirituel.",il y a un an,"Chen JU
2 avis · 1 photo






il y a un an
J'ai commandé une bière, un café viennois et une salade, et cela m'a coûté 42 euros au total. La bière avait un goût dilué, le café, je parie qu'il ne coûte pas plus de 2 euros à produire, et la salade, je doute qu'ils aient servi ce genre de plat à Hemingway. De nos jours, certains prennent encore leur café avec sérieux, tandis que d'autres exploitent sans vergogne la mémoire de personnalités disparues pour en faire leur fond de commerce. 42 euros, vous vous rendez compte ? Avec cette somme, je pourrais profiter d'un buffet à volonté de saumon et de homard au Wynn à Las Vegas, savourer un repas gastronomique dans le quartier le plus branché de Pékin tout en prenant 500 photos magnifiques, ou déguster deux cafés viennois raffinés, délicieux et mondialement réputés dans le meilleur café de Séoul. Mais dans ce soi-disant ""café des célébrités"", tout ce que vous récoltez, c'est des boissons diluées, à bas coût, et un service qui vous pousse à partir, à payer vite fait, sans aucune considération pour vos besoins. Proust, Gide, Sartre, Hemingway, Picasso, Beauvoir, ils sont tous devenus votre business. Vous ne montrez aucun respect pour leur héritage spirituel.
Service
Repas sur place
Type de repas
Dîner
Prix par personne
40–50 €
Cuisine : 1
Service : 1
Ambiance : 1
Visité en août 2024

3

Partager"
ANASTASSIOS PAPADOPOULOS,Local Guide · 19 avis,1 étoile,La déception a été totale en voyant deux petits souris à l'étage. Je suis désolé qu'un café historique se laisse dans un état lamentable.,il y a une semaine,"ANASTASSIOS PAPADOPOULOS
Local Guide · 19 avis






il y a une semaine
NOUVEAU
La déception a été totale en voyant deux petits souris à l'étage. Je suis désolé qu'un café historique se laisse dans un état lamentable.
Type de repas
Autre
Prix par personne
10–20 €
Cuisine : 1
Service : 3
Ambiance : 1
Visité en février

J'aime

Partager"
